영업상태명,폐업일자,사업장명,좌표정보(x),좌표정보(y),도로명전체주소
폐업,2024-02-26,달밤,126.9641547470565,37.245182303425054,"경기도 수원시 권선구 삼천병마로1598번길 8, 1층 (오목천동)"
폐업,2024-03-04,요녀석 인계점,127.02414697397235,37.26757734908915,"경기도 수원시 팔달구 장다리로195번길 14, 1층 (인계동)"
폐업,2024-03-05,더끌린글로리아,126.9813972894122,37.314141140179856,"경기도 수원시 장안구 장안로***번길 **, ***동 ***호 (이목동, 수원 장안 STX KAN *단지아파트)"
폐업,2024-03-07,원Beer,127.0307519384433,37.283793758554104,"경기도 수원시 팔달구 경수대로642번길 33, 1층 (우만동)"
폐업,2023-11-30,루시아,126.95908140800934,37.26737643410622,"경기도 수원시 권선구 매실로 **, ***동 ****호 (호매실동, 호매실GS아파트)"
폐업,2024-03-06,비바스터디카페,127.00971339333476,37.30164219841454,"경기도 수원시 장안구 경수대로 920, 5층 (조원동)"
폐업,2024-02-29,쑝쑝돈가스 수원정자점,126.99397492880848,37.296415999283035,"경기도 수원시 장안구 대평로90번길 20, 엔타운 1층 103호 (정자동)"
폐업,2024-03-08,벌컥(Burl Kuck),127.05081921428612,37.276186358849245,"경기도 수원시 영통구 광교중앙로25번길 74, 1층 일부호 (원천동)"
폐업,2024-03-04,하하상점,127.07962491678404,37.26291128745482,"경기도 수원시 영통구 영통로 ***, ***동 ****호 (영통동, 황골마을주공*단지아파트)"
폐업,2024-02-29,"오늘도,스윗",127.01593879428316,37.283747364850385,"경기도 수원시 팔달구 정조로 847-1, 3층 (신풍동)"
폐업,2024-02-29,"오늘도,스윗",127.01593879428316,37.283747364850385,"경기도 수원시 팔달구 정조로 847-1, 3층 (신풍동)"
폐업,2024-02-28,제이제이제이푸드,127.05113743065382,37.29178220916972,"경기도 수원시 영통구 센트럴타운로 92, 1층 105호 (이의동)"
폐업,2024-02-26,푸루뚜후루뚜,127.03240992723912,37.2666987480903,"경기도 수원시 팔달구 인계로138번길 8, 수원인계 리슈빌S 1층 110호 (인계동)"
폐업,2024-02-26,이지케어,127.03709397526998,37.267842411179004,"경기도 수원시 영통구 인계로***번길 **, ***동 ***호 (매탄동, 주공*단지아파트)"
폐업,2024-03-04,맛스러운,126.9693236588309,37.303458471636056,"경기도 수원시 장안구 덕영대로417번길 52-52, 1층 (율전동)"
폐업,2024-03-05,주)온미,127.05467899830617,37.27401532732227,"경기도 수원시 영통구 월드컵로 85, 인터프라자 1층 107호 (원천동)"
폐업,2024-02-27,폴콘 갤러리아 광교MVG,127.05743978708709,37.28520630774426,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 12층 일부호 (하동)"
폐업,2024-03-05,버거타운 호매실점,126.95316780819927,37.27321777444697,"경기도 수원시 권선구 금곡로196번길 35, 1층 128호 (금곡동)"
폐업,2024-03-07,찹쌀누룽지,127.07930987751071,37.25338446272884,"경기도 수원시 영통구 청명로 **, 더원빌딩 ***호 (영통동)"
